owner_id,show,num,considered,mean_top5,sample,owner_application_date,owner_number_of_shows,error_type,error
947411fc-0036-c8e4-274e-f5147e61a9a1,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
add3e94d-fd44-c428-ea68-82c436fb0287,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
bd2b075b-5f85-817a-31a1-87011f6c6478,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
c1a31b6a-4102-7e87-7ba0-dc2eece40861,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
c58c0788-bc38-6b14-8424-7d95c915da6b,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
d0fb6137-5d63-e15f-584a-a476636d50ad,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
d602ed24-fd77-37b8-0d5f-06855291b107,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
e082abde-d691-74f6-b75b-5129d5c10f4f,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
e2f98e41-9501-c9f2-ef95-2f777cca78bf,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
e868e198-497b-1124-3a19-b9f459e89cd0,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
ef031ced-6b93-12c4-7699-0ff720cd5db9,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
f238770a-5476-bdcf-2e8d-d71117f0a18c,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
fab31824-dcfa-58b7-4aec-19a962769d7f,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
fcf93e92-a9a7-79d7-e11a-e4c75a50ae94,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
ffeb7990-1d64-a7ee-4164-d3bded8b08a3,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
